Code,Sample_ID,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Turbidity,PR_Remarks
20703,QT,7/20/1999,900,1.24,23.5,7.43,99.8,NA,
20704,QPA,7/20/1999,1100,NA,23,7.56,78.9,NA,
20723,QS,7/22/1999,230,NA,NA,7.04,46.4,NA,
20724,QT,7/22/1999,245,NA,NA,7.57,72.9,NA,
20725,QPA,7/22/1999,345,NA,NA,7.52,71.2,NA,
20728,QS,8/3/1999,1030,3.7,23,7.03,39,NA,
20729,QT,8/3/1999,1200,1.2,24,7.53,101.7,NA,
20730,QPA,8/3/1999,1120,NA,23,7.54,79.7,NA,
20733,QS,8/10/1999,945,3.15,23,7.07,48.7,NA,
20734,QT,8/10/1999,910,1.2,24,7.66,105.9,NA,
20735,QPA,8/10/1999,1020,NA,23,7.53,85.2,NA,
20738,QS,8/17/1999,1030,3.25,23,7.21,49.4,NA,
20739,QT,8/17/1999,1010,1.22,24,7.51,109.3,NA,
20740,QPA,8/17/1999,1110,NA,23,7.36,67.7,NA,
20743,QS,8/24/1999,1120,3.5,23,7.25,47.5,NA,
20744,QT,8/24/1999,1100,1.28,23.5,7.65,96.4,NA,
20745,QPA,8/24/1999,1200,NA,23,7.65,71.2,NA,
20748,QS,8/31/1999,1030,3.18,23,6.89,47.9,NA,
20749,QT,8/31/1999,930,1.2,23.5,7.48,110.3,NA,
20750,QPA,8/31/1999,1127,NA,23,7.31,81.8,NA,
20753,QS,9/7/1999,1030,2.95,22,7.22,47,NA,
20754,QT,9/7/1999,950,1.2,22,7.61,114.9,NA,
20755,QPA,9/7/1999,1120,NA,23,7.51,79.7,NA,
20758,QS,9/14/1999,1030,3.6,21,6.93,43.8,NA,
20759,QT,9/14/1999,1000,1.26,22,7.55,98.7,NA,
20760,QPA,9/14/1999,1130,NA,21.5,7.45,67.4,NA,
20777,QS,9/21/1999,1040,3.25,21,7.1,43.2,NA,
20778,QT,9/21/1999,1015,1.2,22,7.44,109.5,NA,
20779,QPA,9/21/1999,1130,NA,21,7.6,82.9,NA,
20797,QS,9/28/1999,215,4.4,20,6.69,33.4,NA,
20798,QT,9/28/1999,250,1.35,20.5,7.28,74.7,NA,
20799,QPA,9/28/1999,235,NA,19.5,7.05,51,NA,
20802,QS,10/5/1999,1020,3.55,21,6.96,38.7,NA,
20803,QT,10/5/1999,1200,1.26,22,7.5,109.5,NA,
20804,QPA,10/5/1999,1100,NA,21,7.26,69.2,NA,
20807,QS,10/12/1999,225,3.65,21,6.89,45.4,NA,
20808,QT,10/12/1999,200,1.3,22,7.42,88.2,NA,
20809,QPA,10/12/1999,300,NA,22,7.22,60.3,NA,
20827,QS,10/19/1999,1030,3.2,21,7.07,49.1,NA,
20828,QT,10/19/1999,115,1.25,23,7.48,110,NA,
20829,QPA,10/19/1999,1150,NA,22,7.5,83.9,NA,
20847,QS,10/26/1999,1000,3.5,21,7,43.8,NA,
20848,QT,10/26/1999,1030,1.3,22,7.66,100.9,NA,
20849,QP,10/26/1999,930,NA,21,7.56,72.3,NA,
20852,QS,11/2/1999,900,3.7,21,6.9,41.5,NA,
20853,QT,11/2/1999,1100,1.3,22,7.3,86.9,NA,
20854,QP,11/2/1999,940,NA,21,7.23,65.7,NA,
20857,QS,11/9/1999,1048,3.6,21.5,7.18,47.9,NA,
20858,QT,11/9/1999,1152,1.26,22.5,7.46,103.5,NA,
20859,QP,11/9/1999,1030,NA,22,7.33,74.1,NA,
20862,QS,11/16/1999,1000,3.4,21,7.15,47.9,NA,
20863,QT,11/16/1999,1100,1.22,22,7.61,105.7,NA,
20864,QP,11/16/1999,940,NA,22,7.72,71.1,NA,
20882,QS,11/23/1999,130,3.5,22,7.07,47.6,NA,
20883,QT,11/23/1999,100,1.35,22,7.52,92.3,NA,
20884,QP,11/23/1999,200,NA,21,7.63,72.3,NA,
20887,QS,11/30/1999,1040,3.45,22,7.05,48.7,NA,
20888,QT,11/30/1999,1000,1.3,21,7.43,98.4,NA,
20889,QP,11/30/1999,1130,NA,21,7.45,71.8,NA,
20892,QS,12/7/1999,930,5.7,20,6.35,30.1,NA,
20893,QT,12/7/1999,1145,1.58,22,7.08,66.9,NA,
20894,QP,12/7/1999,1000,NA,21,6.9,43.2,NA,
20897,QS,12/14/1999,1025,3.4,20,6.94,61,NA,
20898,QT,12/14/1999,1115,1.3,21.5,7.27,98.9,NA,
20899,QP,12/14/1999,950,NA,20.5,7.39,86.6,NA,
20902,QS,12/21/1999,900,3.75,20,6.7,43.3,NA,
20903,QT,12/21/1999,1100,1.3,21.5,7.3,95.2,NA,
20904,QP,12/21/1999,1000,NA,21,7.07,66.8,NA,
20907,QS,12/28/1999,950,3.58,20,7.15,42.1,NA,
20908,QT,12/28/1999,915,1.31,21.5,7.28,89.4,NA,
20909,QP,12/28/1999,1100,NA,21,7.39,68.4,NA,
20912,QS,1/4/2000,1020,4.7,20,6.87,33.2,NA,
20913,QT,1/4/2000,1000,1.52,21.5,7.39,56,NA,
20914,QP,1/4/2000,1110,NA,21,7.36,49.2,NA,
20917,QS,1/11/2000,1000,3.5,19.5,7.14,50.4,NA,
20918,QT,1/11/2000,200,1.3,21.5,7.23,102.3,NA,
20919,QP,1/11/2000,1050,NA,20,7.46,83.5,NA,
20922,QS,1/18/2000,1040,3.44,18,6.99,51.4,NA,
20923,QT,1/18/2000,100,1.26,20,7.36,101.3,NA,
20924,QP,1/18/2000,1010,NA,18,7.4,84,NA,
20927,QS,1/25/2000,840,3.22,20,6.95,49.5,NA,
20928,QP,1/25/2000,925,NA,20,7.61,86.1,NA,
20929,QG,1/25/2000,1235,NA,20,7.33,52.4,NA,
20930,RI,1/25/2000,1230,8.62,20,7.36,53,NA,Not sample
20934,QS,2/1/2000,835,3.65,19,6.95,54.4,NA,
20935,QP,2/1/2000,920,NA,19,7.68,95.1,NA,
20936,QG,2/1/2000,1113,8.62,19,7.34,54.5,NA,
20937,RI,2/1/2000,1145,1.28,20,7.4,60.1,NA,
20940,QS,2/8/2000,935,3.4,19.5,7.14,52.9,NA,
20941,QP,2/8/2000,855,NA,19.5,7.36,99.5,NA,
20944,QG,2/8/2000,1200,8.62,19.5,7.11,55.9,NA,
20945,RI,2/8/2000,1130,1.24,20,7.02,62.8,NA,
20946,QS,2/15/2000,831,3.2,19.5,7.01,53.9,NA,
20947,QP,2/15/2000,900,1.28,20,7.57,87.3,NA,
20950,QG,2/15/2000,1150,8.62,19.5,7.18,54.7,NA,
20951,RI,2/15/2000,1130,1.21,20,7.14,62.3,NA,
20952,QS,2/22/2000,1040,3.9,19.5,6.78,45.4,NA,
20953,QP,2/22/2000,1100,1.56,20,7.32,65.8,NA,
20956,QG,2/22/2000,155,8.68,19.5,6.89,48.7,NA,
20957,RI,2/22/2000,130,1.44,20,6.73,47.5,NA,
20958,QS,2/29/2000,1015,3.24,19,7.14,49.3,NA,
20959,QP,2/29/2000,1033,1.3,19,7.44,88.9,NA,
20960,QG,2/29/2000,230,8.6,18.5,7.04,53.4,NA,
20961,RI,2/29/2000,205,1.24,19.5,7.12,60.4,NA,
20977,QS,3/7/2000,850,3.1,19,6.76,NA,NA,
20978,QP,3/7/2000,910,1.25,19,7.25,86.4,NA,
20979,QG,3/7/2000,1245,8.58,19,6.88,53.4,NA,
20980,RI,3/7/2000,1220,1.2,21,6.89,62,NA,
20983,QS,3/14/2000,1020,2.85,19,6.71,54,NA,
20984,QP,3/14/2000,925,1.25,19,7.13,85.9,NA,
20985,QG,3/14/2000,1220,8.56,19.5,7.01,53.8,NA,
20986,RI,3/14/2000,1200,1.18,19.5,6.93,64.1,NA,
20989,QS,3/21/2000,821,2.8,19.5,6.75,57.5,NA,
20990,QP,3/21/2000,836,1.26,19.5,7.24,90.5,NA,
20991,QG,3/21/2000,1215,8.56,19.5,6.89,54.4,NA,
20992,RI,3/21/2000,1140,1.17,21,6.89,62.3,NA,
21007,QS,4/4/2000,940,2.65,18,7.26,56.2,NA,
21008,QP,4/4/2000,1000,1.21,18,7.58,93,NA,
21009,QG,4/4/2000,1230,8.56,18,7.15,55.8,NA,
21010,RI,4/4/2000,1200,1.15,20,7.15,65.2,NA,
21013,QS,4/11/2000,821,2.48,19,7.22,60.4,NA,
21014,QP,4/11/2000,851,1.2,19,7.56,97.4,NA,
21015,QG,4/11/2000,1130,8.54,18,7.13,56,NA,
21016,RI,4/11/2000,1110,1.14,19,7.15,61.1,NA,
21019,QS,4/18/2000,838,3.05,18.5,6.93,55.7,NA,
21020,QP,4/18/2000,900,1.22,18.5,7.5,87.8,NA,
21021,QG,4/18/2000,110,8.59,18,6.98,55,NA,
21022,RI,4/18/2000,1235,1.18,19,6.89,62.3,NA,
21025,QS,4/25/2000,818,2.78,19.8,6.9,59,NA,
21026,QP,4/25/2000,840,1.21,19.8,7.48,97.8,NA,
21027,QG,4/25/2000,1225,8.58,18,6.83,55.9,NA,
21028,RI,4/25/2000,1200,1.18,19,6.9,63.7,NA,
21031,QS,3/28/2000,840,2.65,17.5,7.06,58.4,NA,
21032,QP,3/28/2000,910,1.22,18,7.52,94.2,NA,
21033,QG,3/28/2000,1220,8.55,17,7.05,55.5,NA,
21034,RI,3/28/2000,1130,1.16,18,7.11,64.3,NA,
21037,QS,5/2/2000,830,2.7,19,7.16,59.4,NA,
21038,QP,5/2/2000,910,1.2,19,7.58,96.8,NA,
21039,QG,5/2/2000,1235,8.62,18,6.93,53.9,NA,
21040,RI,5/2/2000,1200,1.16,19.5,7,64.4,NA,
21043,QS,5/9/2000,830,2.86,19,7.17,53.3,NA,
21044,QP,5/9/2000,945,1.21,19,7.58,97.3,NA,
21045,QG,5/9/2000,1220,8.63,19.5,7.13,61.6,NA,
21046,RI,5/9/2000,1200,1.16,20,7.05,62.9,NA,
21049,QS,5/16/2000,830,2.68,21,6.85,46.3,NA,
21050,QP,5/16/2000,843,1.34,21,7.37,71.3,NA,
21051,QG,5/16/2000,1134,8.57,20,7.1,51.2,NA,
21052,RI,5/16/2000,1114,1.17,21.3,6.95,56.1,NA,
21068,QS,5/23/2000,830,2.53,21,7.03,51.5,NA,
21069,QP,5/23/2000,905,1.31,21,7.29,82.4,NA,
21070,QG,5/23/2000,1220,8.55,20,6.95,55.6,NA,
21071,RI,5/23/2000,1200,1.14,21,6.9,64.9,NA,
21074,QS,5/30/2000,NA,NA,NA,NA,NA,NA,
21075,QP,5/30/2000,NA,NA,NA,NA,NA,NA,
21076,QG,5/30/2000,NA,NA,NA,NA,NA,NA,
21077,RI,5/30/2000,NA,NA,NA,NA,NA,NA,
21093,QS,6/6/2000,835,2.6,21,7.15,51.7,NA,
21094,QP,6/6/2000,900,1.32,21,7.46,83,NA,
21095,QG,6/6/2000,1215,8.56,21,7.06,54.2,NA,
21096,RI,6/6/2000,1140,1.17,22,7.09,62.4,NA,
21099,QS,6/13/2000,830,3.36,21,7.02,42.6,NA,
21100,QP,6/13/2000,905,1.46,21.5,7.35,63.5,NA,
21101,QG,6/13/2000,1220,8.62,20.5,7.03,51.7,NA,
21102,RI,6/13/2000,1155,1.23,21.5,6.9,53.9,NA,
21105,QS,6/20/2000,830,2.7,22,7.08,50.7,NA,
21106,QP,6/20/2000,848,1.36,22,7.41,79.6,NA,
21107,QG,6/20/2000,1120,8.58,21,7.02,54.5,NA,
21108,RI,6/20/2000,1055,1.18,22,7.07,61.6,NA,
21111,QP,6/27/2000,855,1.4,22,7.36,69.9,NA,
21112,QG,6/27/2000,1145,8.57,21,7.1,54.7,NA,
21113,RI,6/27/2000,1120,1.18,22.22,7.13,62,NA,
21116,QS,6/27/2000,840,2.99,22,7.12,49.5,NA,
21117,QS,7/5/2000,950,2.68,22.5,7.03,50.5,NA,
21118,QP,7/5/2000,1020,1.33,22.5,7.46,89.1,NA,
21119,QG,7/5/2000,1250,8.57,21.5,7.11,54.3,NA,
21120,RI,7/5/2000,1230,1.18,23,7.06,62.4,NA,
21123,QS,7/11/2000,845,2.5,22.8,7.09,55.1,NA,
21124,QP,7/11/2000,914,1.28,22.8,7.38,87.7,NA,
21125,QG,7/11/2000,1250,8.56,21.5,7.15,55.9,NA,
21126,RI,7/11/2000,1220,1.16,23.5,7.17,64.6,NA,
21129,QS,7/18/2000,950,2.45,23,7.19,54.8,NA,
21130,QP,7/18/2000,1020,1.28,22.8,7.45,87.4,NA,
21131,QG,7/18/2000,1245,8.56,21,7.18,55.5,NA,
21132,RI,7/18/2000,1215,1.18,23,7.09,62.9,NA,
21135,QS,7/25/2000,1010,3.62,23,7.34,51.6,NA,
21136,QP,7/25/2000,1040,1.38,23,7.5,85.2,NA,
21137,QG,7/25/2000,1250,8.55,21,7.2,57.7,NA,
21138,RI,7/25/2000,1225,1.18,22.5,7.25,66,NA,
21141,QS,8/1/2000,1045,2.8,22.5,7.21,51.2,NA,
21142,QP,8/1/2000,1020,1.46,22.5,7.38,75.3,NA,
21143,QG,8/1/2000,1245,8.62,21,7.01,51.2,NA,
21144,RI,8/1/2000,1220,1.34,21.5,6.83,51.7,NA,
21147,QS,8/8/2000,830,2.96,22.5,7.18,49.6,NA,
21148,QP,8/8/2000,850,1.4,22.5,7.51,76.3,NA,
21149,QG,8/8/2000,1130,8.64,21.3,7.18,52.9,NA,
21150,RI,8/8/2000,1105,1.25,22,7.09,59.1,NA,
21153,QS,8/15/2000,855,3.28,22,7.31,48.5,NA,
21154,QP,8/15/2000,915,1.46,22,7.45,66.3,NA,
21155,QG,8/15/2000,1225,8.62,21,7.23,53.9,NA,
21156,RI,8/15/2000,1200,1.22,23,7.14,59.4,NA,
21159,QS,8/22/2000,905,2.6,23,7.43,53.9,NA,
21160,QP,8/22/2000,920,1.3,23,7.61,84.7,NA,
21161,QG,8/22/2000,1230,8.58,22,7.3,55.4,NA,
21162,RI,8/22/2000,1210,1.15,23,7.23,63.6,NA,
21165,QS,8/29/2000,NA,NA,NA,NA,NA,NA,
21166,QP,8/29/2000,NA,NA,NA,NA,NA,NA,
21167,QG,8/29/2000,NA,NA,NA,NA,NA,NA,
21168,RI,8/29/2000,NA,NA,NA,NA,NA,NA,
21186,QS,9/5/2000,NA,NA,NA,NA,NA,NA,
21187,QP,9/5/2000,NA,NA,NA,NA,NA,NA,
21188,QG,9/5/2000,NA,NA,NA,NA,NA,NA,
21189,RI,9/5/2000,NA,NA,NA,NA,NA,NA,
21192,QS,9/12/2000,840,3.22,23.5,7.13,47.7,NA,
21193,QP,9/12/2000,900,1.36,23.5,7.47,78,NA,
21194,QG,9/12/2000,1200,8.58,23,7.04,53.2,NA,
21195,RI,9/12/2000,1140,1.21,23.5,6.98,59.2,NA,
21198,QS,9/19/2000,830,3.6,23,7.09,42.5,NA,
21199,QP,9/19/2000,900,1.5,23,7.39,64.6,NA,
21200,QG,9/19/2000,1155,8.72,22,6.87,41.2,NA,
21201,RI,9/19/2000,1130,1.56,22,6.73,40.3,NA,
21204,QS,9/26/2000,832,2.98,23,7.02,47.1,NA,
21205,QP,9/26/2000,905,1.34,23,7.42,73.3,NA,
21206,QG,9/26/2000,1140,8.61,22,7.09,54.9,NA,
21207,RI,9/26/2000,1120,1.2,23,7.2,49.3,NA,
21225,QS,10/3/2000,825,3.58,22,7.16,40.6,NA,
21226,QP,10/3/2000,850,1.47,22.5,7.3,62.3,NA,
21227,QG,10/3/2000,1140,8.65,22,6.99,48.8,NA,
21228,RI,10/3/2000,1120,1.38,22,6.78,47.2,NA,
21229,MPR,10/3/2000,1045,2.52,23.6,7.43,71.3,NA,
21230,MG,10/3/2000,815,5.06,23.85,7.42,94.7,NA,
21231,Q1,10/3/2000,855,9.9,NA,6.94,53.4,NA,
21232,Q2,10/3/2000,910,0.25,NA,7.21,63.2,NA,
21233,Q3,10/3/2000,925,4.94,NA,7.28,58,NA,
21238,QS,10/10/2000,835,2.88,22.5,7.41,50.9,NA,
21239,QP,10/10/2000,905,1.32,23,7.46,80.2,NA,
21240,QG,10/10/2000,1140,8.64,22,7.1,52.7,NA,
21241,RI,10/10/2000,1125,1.25,23,6.97,55.1,NA,
21242,MPR,10/10/2000,1035,1.92,24.8,7.63,90.6,NA,
21243,MG,10/10/2000,NA,NA,NA,7.72,124.6,NA,
21244,Q1,10/10/2000,930,9.7,23.5,7.57,115.5,NA,
21245,Q2,10/10/2000,939,0.08,23.5,7.59,90.8,NA,
21246,Q3,10/10/2000,932,4.58,23.5,7.58,86.2,NA,
21251,QS,10/17/2000,825,2.62,22.5,7.36,54.6,NA,
21252,QP,10/17/2000,910,1.3,22.5,7.56,86.4,NA,
21253,QG,10/17/2000,1210,8.59,21,7.22,54.7,NA,
21254,RI,10/17/2000,1145,1.2,22,7.09,62.1,NA,
21255,MPR,10/17/2000,925,1.8,NA,7.79,127.3,NA,
21256,MG,10/17/2000,815,4.58,24.9,7.81,155.3,NA,
21257,Q1,10/17/2000,938,9.7,23,7.8,111.9,NA,
21258,Q2,10/17/2000,930,0.08,23,7.67,102.5,NA,
21259,Q3,10/17/2000,925,4.56,23,7.57,96.5,NA,
21264,QS,10/24/2000,840,2.98,22,7.13,46,NA,
21265,QP,10/24/2000,915,1.29,22,7.48,82.2,NA,
21266,QG,10/24/2000,1200,8.61,22,7.03,51.9,NA,
21267,RI,10/24/2000,1140,1.24,22,6.85,55.2,NA,
21268,MPR,10/24/2000,1035,1.96,23.5,7.63,87.7,NA,
21269,MG,10/24/2000,800,4.88,23.56,7.62,118.1,NA,
21270,Q1,10/24/2000,925,9.7,23.5,7.33,100.8,NA,
21271,Q2,10/24/2000,912,0.08,23,7.56,87.7,NA,
21272,Q3,10/24/2000,905,4.58,23,7.51,83.4,NA,
21277,QS,10/31/2000,850,2.7,22.5,7.21,52.5,NA,
21278,QP,10/31/2000,915,1.27,23,7.48,86.6,NA,
21279,QG,10/31/2000,1200,8.6,22,7.06,50.1,NA,
21280,RI,10/31/2000,1145,1.21,22,6.99,59.9,NA,
21281,MPR,10/31/2000,1025,1.84,24,7.83,110.8,NA,
21282,MG,10/31/2000,830,4.7,NA,7.69,130.1,NA,
21283,Q1,10/31/2000,830,9.72,23,7.5,107.9,NA,
21284,Q2,10/31/2000,835,0.06,23.5,7.59,98.8,NA,
21285,Q3,10/31/2000,845,4.54,23.5,7.56,101.7,NA,
21290,QS,11/7/2000,615,2.61,21,7.21,53.7,NA,
21291,QP,11/7/2000,705,1.2,21,7.46,84.1,NA,
21292,QG,11/7/2000,900,8.59,21,7.09,54,NA,
21293,RI,11/7/2000,925,1.21,22,6.98,59.8,NA,
21294,MPR,11/7/2000,925,1.32,23,7.59,101,NA,
21295,MG,11/7/2000,NA,4.66,23.85,7.64,150,NA,
21296,Q1,11/7/2000,910,9.7,NA,7.37,104.9,NA,
21297,Q2,11/7/2000,850,0.1,NA,7.41,91.9,NA,
21298,Q3,11/7/2000,855,9.7,NA,7.46,90.2,NA,
21303,QS,11/14/2000,850,2.6,21.5,7.26,57.8,NA,
21304,QP,11/14/2000,910,1.3,21.5,7.48,82.8,NA,
21305,QG,11/14/2000,NA,NA,NA,NA,NA,NA,No Sample
21306,RI,11/14/2000,1147,1.55,21,6.95,49.4,NA,
21307,MPR,11/14/2000,1013,1.78,24.5,7.54,108.9,NA,
21308,MG,11/14/2000,800,4.54,23.42,7.58,165,NA,
21309,Q1,11/14/2000,910,9.72,24,7.41,110.6,NA,
21310,Q2,11/14/2000,922,0.08,24,7.24,NA,NA,
21311,Q3,11/14/2000,912,4.54,24,7.4,92.4,NA,
21316,QS,11/21/2000,910,3.2,21.1,6.68,45.7,NA,
21317,QP,11/21/2000,930,1.42,21.1,7.25,67.7,NA,
21318,QG,11/21/2000,1230,NA,21.5,7.3,49.1,NA,
21319,RI,11/21/2000,1200,1.3,22,6.98,52.3,NA,
21320,MPR,11/21/2000,1045,2.18,NA,7.58,NA,NA,
21321,MG,11/21/2000,1023,4.84,NA,7.9,NA,NA,
21322,Q1,11/21/2000,937,9.7,NA,7.43,NA,NA,
21323,Q2,11/21/2000,930,0.04,NA,7.4,NA,NA,
21324,Q3,11/21/2000,917,4.56,NA,7.42,NA,NA,
21329,QS,11/28/2000,1008,3.4,21.5,7,45.3,NA,
21340,QP,11/28/2000,1021,1.42,22,7.35,65.1,NA,
21341,QG,11/28/2000,1150,NA,20.5,7.4,48.6,NA,
21342,RI,11/28/2000,1140,1.3,21,7.01,52.5,NA,
21343,MPR,11/28/2000,1230,2.02,23.5,7.26,86.1,NA,
21344,MG,11/28/2000,1129,4.92,24.37,7.51,124.1,NA,
21345,Q1,11/28/2000,937,9.73,23,7.16,98.6,NA,
21346,Q2,11/28/2000,945,0.05,23,7.22,94.5,NA,
21347,Q3,11/28/2000,950,4.56,23,7.25,85.4,NA,
21352,QS,12/5/2000,830,2.84,21,7.12,52,NA,
21353,QP,12/5/2000,900,1.3,21.5,7.42,81.6,NA,
21354,QG,12/5/2000,1245,8.58,21,7.08,54.7,NA,
21355,RI,12/5/2000,1230,1.2,21,6.99,61.2,NA,
21356,MPR,12/5/2000,1030,1.82,24,7.68,96.2,NA,
21357,MG,12/5/2000,NA,4.68,NA,7.72,121.9,NA,
21358,Q1,12/5/2000,858,9.72,23,7.53,86.9,NA,
21359,Q2,12/5/2000,842,0.04,22.5,7.54,79.7,NA,
21360,Q3,12/5/2000,835,4.53,23,7.48,78.9,NA,
21365,QS,12/12/2000,830,3.36,19,7.23,50.4,NA,
21366,QP,12/12/2000,900,1.4,19,7.39,79.5,NA,
21367,QG,12/12/2000,1200,8.58,18.5,7.1,54,NA,
21368,RI,12/12/2000,1130,1.3,19,6.93,57.2,NA,
21369,MPR,12/12/2000,952,2.06,22.5,7.62,87,NA,
21370,MG,12/12/2000,NA,NA,NA,7.49,147.5,NA,
21371,Q1,12/12/2000,NA,NA,NA,7.27,82.7,NA,
21372,Q2,12/12/2000,835,0.08,22,7.37,87.3,NA,
21373,Q3,12/12/2000,927,9.6,22.5,7.36,81.7,NA,
21393,QS,12/19/2000,700,3.36,18.5,7.19,48,NA,
21394,QP,12/19/2000,730,NA,18.5,7.31,68.6,NA,
21395,QG,12/19/2000,930,8.64,18.5,7.06,55.1,NA,
21396,RI,12/19/2000,900,1.34,18.5,7.01,59.3,NA,
21397,MPR,12/19/2000,1002,2,23,7.48,83.9,NA,
21398,MG,12/19/2000,757,4.84,22.39,7.65,115.4,NA,
21399,Q1,12/19/2000,925,9.72,23,7.1,95.1,NA,
21400,Q2,12/19/2000,918,0.06,22,7.2,55.7,NA,
21401,Q3,12/19/2000,910,4.56,23,7.35,80.6,NA,
21406,QS,12/26/2000,700,3.3,18.5,7.22,52.3,NA,
21407,QP,12/26/2000,735,1.36,18.5,7.71,79.7,NA,
21408,QG,12/26/2000,1100,8.6,18.5,7.14,54.3,NA,
21409,RI,12/26/2000,1120,1.3,18.5,7.04,57,NA,
21410,MPR,12/26/2000,1005,1.98,NA,7.44,98.8,NA,
21411,MG,12/26/2000,900,4.7,22.03,7.37,145,NA,
21412,Q1,12/26/2000,910,9.5,21,7.17,121.3,NA,
21413,Q2,12/26/2000,915,NA,21,7.45,91.3,NA,
21414,Q3,12/26/2000,920,4.54,21,7.21,84.3,NA,
21419,QS,1/2/2001,750,3.26,18.5,7.33,56.4,NA,
21420,QP,1/2/2001,720,1.28,18.5,7.74,87.9,NA,
21421,QG,1/2/2001,1110,8.6,18.5,7.22,54.8,NA,
21422,RI,1/2/2001,1050,1.2,18.5,7.08,62.2,NA,
21423,MPR,1/2/2001,945,1.38,NA,7.65,99.7,NA,
21424,MG,1/2/2001,750,4.6,NA,7.03,149.2,NA,
21425,Q1,1/2/2001,927,9.7,NA,6.9,110.5,NA,
21426,Q2,1/2/2001,915,0.04,NA,6.89,94.3,NA,
21427,Q3,1/2/2001,920,4.52,NA,7.21,90.8,NA,
21432,QS,1/9/2001,852,2.52,18.5,7.31,56.5,NA,
21433,QP,1/9/2001,920,1.26,18.5,7.53,87.8,NA,
21434,QG,1/9/2001,1225,8.58,18,7.21,56,NA,
21435,RI,1/9/2001,1210,1.18,18.5,7.11,63.4,NA,
21436,MPR,1/9/2001,953,1.73,NA,7.65,129.1,NA,
21437,MG,1/9/2001,NA,4.55,22.8,7.57,188.3,NA,
21438,Q1,1/9/2001,855,9.7,23,7.43,138.9,NA,
21439,Q2,1/9/2001,842,0.02,23,7.4,123.1,NA,
21440,Q3,1/9/2001,835,4.5,23,7.35,106.7,NA,N/S IN ALL RECORD
21445,QS,1/16/2001,900,2.4,18,7.31,56.5,NA,
21446,QP,1/16/2001,915,1.26,18,7.55,88.8,NA,
21447,QG,1/16/2001,1200,8.61,18,7.27,54.9,NA,
21448,RI,1/16/2001,1140,1.19,18,7.19,62.5,NA,
21449,MPR,1/16/2001,NA,NA,NA,7.37,121.3,NA,
21450,MG,1/16/2001,NA,4.5,22.3,7.5,194.9,NA,
21451,Q1,1/16/2001,920,8.4,23,7.34,126.4,NA,
21452,Q2,1/16/2001,906,0.02,23,7.48,102.2,NA,
21453,Q3,1/16/2001,900,4.5,23,7.47,93.5,NA,
21458,QS,1/23/2001,830,2.32,18,7.26,57.8,NA,
21459,QP,1/23/2001,850,1.24,18,7.53,90.2,NA,
21460,QG,1/23/2001,1125,8.57,18,7.2,56.9,NA,
21461,RI,1/23/2001,1100,1.17,18,7.13,64.1,NA,
21462,MPR,1/23/2001,NA,1.62,23.5,7.32,132.9,NA,
21463,MG,1/23/2001,NA,4.48,23.18,7.58,197.9,NA,
21464,Q1,1/23/2001,NA,9.74,23,6.78,123.3,NA,
21465,Q2,1/23/2001,NA,0,22.5,7.1,111.5,NA,
21466,Q3,1/23/2001,NA,4.48,22.5,7.12,96.5,NA,
21471,QS,1/30/2001,845,3.6,17,6.98,40.7,NA,
21472,QP,1/30/2001,905,1.48,17,7.24,58.6,NA,
21473,QG,1/30/2001,1147,8.64,17,7.01,48.1,NA,
21474,RI,1/30/2001,1130,1.28,18,6.73,49.4,NA,
21475,MPR,1/30/2001,1020,2.06,22.5,7.04,76.9,NA,
21476,MG,1/30/2001,NA,5.1,21.56,7.5,95.7,NA,
21477,Q1,1/30/2001,945,9.74,22,6.73,85.4,NA,
21478,Q2,1/30/2001,925,0.05,22,6.99,90.2,NA,
21479,Q3,1/30/2001,920,4.58,22,7.09,81.5,NA,
21484,QS,2/6/2001,900,2.9,18,7.25,53.2,NA,
21485,QP,2/6/2001,920,1.32,18.5,7.43,83,NA,
21486,QG,2/6/2001,1230,8.98,18,6.95,39.4,NA,Flooded
21487,RI,2/6/2001,1215,1.54,18,7.1,53.3,NA,Flooded
21488,MPR,2/6/2001,1022,1.68,23,7.6,124.7,NA,
21489,MG,2/6/2001,NA,NA,23.8,7.41,162.5,NA,
21490,Q1,2/6/2001,939,9.72,21.8,7.43,120.2,NA,
21491,Q2,2/6/2001,932,0,21.5,7.1,109.6,NA,
21492,Q3,2/6/2001,925,4.5,21.5,7.21,102.7,NA,Flooded
21497,QS,2/13/2001,935,3.26,17,7.15,51.9,NA,
21498,QP,2/13/2001,900,1.34,18,7.33,72.1,NA,NS
21499,QG,2/13/2001,1237,8.6,18,7.07,54,NA,
21500,RI,2/13/2001,1123,1.21,18,6.93,59.3,NA,
21501,MPR,2/13/2001,933,1.85,21.35,7.32,106,NA,
21502,MG,2/13/2001,NA,NA,NA,7.48,150.9,NA,
21503,Q1,2/13/2001,950,9.7,21.5,7.42,116.4,NA,
21504,Q2,2/13/2001,934,0,21.5,NA,NA,NA,N/S
21505,Q3,2/13/2001,927,4.5,21.5,7.36,116.2,NA,
21510,QS,2/20/2001,840,3.64,17.5,7.1,49.2,NA,
21511,QP,2/20/2001,910,1.45,18,7.37,70.1,NA,
21512,QG,2/20/2001,1140,8.58,18,7.15,54.4,NA,
21513,RI,2/20/2001,1115,1.22,18,7.02,59.2,NA,
